FID,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
3594,3594,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3595,3595,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3596,3596,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3597,3597,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3598,3598,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3599,3599,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3600,3600,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3601,3601,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3602,3602,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3603,3603,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3604,3604,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3605,3605,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3606,3606,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3607,3607,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3608,3608,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3609,3609,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3610,3610,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3611,3611,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3612,3612,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3613,3613,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3614,3614,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3615,3615,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3616,3616,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3617,3617,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3618,3618,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3619,3619,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3620,3620,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3621,3621,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3622,3622,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3623,3623,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3624,3624,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3625,3625,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3626,3626,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3627,3627,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3628,3628,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3629,3629,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3630,3630,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3631,3631,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3632,3632,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3633,3633,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3634,3634,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3635,3635,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3636,3636,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3637,3637,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3638,3638,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3639,3639,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3640,3640,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3641,3641,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3642,3642,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3643,3643,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3644,3644,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3645,3645,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3646,3646,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3647,3647,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3648,3648,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3649,3649,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3650,3650,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3651,3651,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3652,3652,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
