FID,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
6629,6629,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6630,6630,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6631,6631,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6632,6632,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6633,6633,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6634,6634,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6635,6635,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6636,6636,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6637,6637,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6638,6638,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6639,6639,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6640,6640,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6641,6641,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6642,6642,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6643,6643,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6644,6644,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6645,6645,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6646,6646,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6647,6647,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6648,6648,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6649,6649,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6650,6650,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6651,6651,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6652,6652,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6653,6653,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6654,6654,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6655,6655,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6656,6656,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6657,6657,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6658,6658,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6659,6659,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6660,6660,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6661,6661,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6662,6662,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6663,6663,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6664,6664,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6665,6665,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6666,6666,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6667,6667,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6668,6668,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6669,6669,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6670,6670,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6671,6671,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6672,6672,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6673,6673,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6674,6674,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6675,6675,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6676,6676,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6677,6677,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6678,6678,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6679,6679,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6680,6680,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6681,6681,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6682,6682,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6683,6683,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6684,6684,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6685,6685,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
6686,6686,72756,311429,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,60,Under 100,N,NOT AVAILABLE,OROVILLE,27196.50372,132,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
